Review_ID,Product_Name,Review_Text,Label,Review_Date,Reviewer_Location,Review_Word_Count,Review_Char_Count,Sentiment_Polarity,Review_DayOfWeek,Reviewer_City,Reviewer_Country,Label_Encoded,Is_Duplicate_Review
3558,Eco-friendly Water Bottle,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-12-21,"Miami, USA",12,63,0.8,Sunday,Miami,USA,0,True
3559,Noise Cancelling Earbuds,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-11-10,"Seattle, USA",14,89,1.0,Monday,Seattle,USA,0,True
3560,Laptop Stand,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-08-13,"Denver, USA",8,57,0.25,Wednesday,Denver,USA,1,True
3561,Fitness Tracker,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-05-01,"Boston, USA",14,81,1.0,Thursday,Boston,USA,0,True
3562,Bluetooth Speaker,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-04-15,"New York, USA",16,95,0.8,Tuesday,New York,USA,0,True
3563,Gaming Mouse,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-04-19,"San Francisco, USA",13,88,0.375,Saturday,San Francisco,USA,1,True
3564,Noise Cancelling Earbuds,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-11-21,"Berlin, Germany",16,95,0.8,Friday,Berlin,Germany,0,True
3565,Wireless Headphones,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-08-20,"Miami, USA",12,77,0.5,Wednesday,Miami,USA,1,True
3566,Smartphone Case,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-03-08,"Austin, USA",14,86,0.17500000000000004,Saturday,Austin,USA,0,True
3567,Smartphone Case,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-03-29,"Denver, USA",12,63,0.8,Saturday,Denver,USA,0,True
3568,Eco-friendly Water Bottle,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-08-08,"New York, USA",14,89,1.0,Friday,New York,USA,0,True
3569,Laptop Stand,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-02-20,"Miami, USA",13,88,0.375,Thursday,Miami,USA,1,True
3570,Portable Charger,Exceeded my expectations in every way. I'm really satisfied with my purchase.,Genuine,2025-03-02,"Denver, USA",12,77,0.5,Sunday,Denver,USA,1,True
3571,Bluetooth Speaker,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-01-14,"London, UK",12,69,1.0,Tuesday,London,UK,0,True
3572,Wireless Headphones,Works exactly as advertised. Absolutely love this product!,Genuine,2025-05-22,"Paris, France",8,58,0.4375,Thursday,Paris,France,1,True
3573,Gaming Mouse,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-12-15,"London, UK",12,69,1.0,Monday,London,UK,0,True
3574,Wireless Headphones,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-12-03,"Chicago, USA",15,98,0.5,Wednesday,Chicago,USA,1,True
3575,Noise Cancelling Earbuds,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-11-01,"Los Angeles, USA",14,75,0.8,Saturday,Los Angeles,USA,0,True
3576,Wireless Headphones,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-03-23,"San Francisco, USA",12,80,0.375,Sunday,San Francisco,USA,0,True
3577,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-07-30,"Paris, France",13,89,0.5625,Wednesday,Paris,France,1,True
3578,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-01-30,"Chicago, USA",15,98,0.5,Thursday,Chicago,USA,1,True
3579,Laptop Stand,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-30,"Seattle, USA",16,95,0.8,Wednesday,Seattle,USA,0,True
3580,Noise Cancelling Earbuds,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-12-19,"Berlin, Germany",14,86,0.17500000000000004,Friday,Berlin,Germany,0,True
3581,Noise Cancelling Earbuds,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-10-11,"Boston, USA",12,77,0.5,Saturday,Boston,USA,1,True
3582,Wireless Headphones,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-04-17,"London, UK",12,80,0.375,Thursday,London,UK,0,True
3583,Smartwatch,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-04-29,"New York, USA",10,67,0.25,Tuesday,New York,USA,1,True
3584,Portable Charger,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-06-02,"Boston, USA",16,112,0.375,Monday,Boston,USA,0,True
3585,Wireless Headphones,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-04-11,"Boston, USA",12,63,0.8,Friday,Boston,USA,0,True
3586,Smartwatch,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-08-20,"Tokyo, Japan",12,80,0.375,Wednesday,Tokyo,Japan,0,True
3587,Bluetooth Speaker,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-05-21,"Seattle, USA",12,77,0.5,Wednesday,Seattle,USA,1,True
3588,Smartphone Case,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-05-28,"San Francisco, USA",10,68,0.625,Wednesday,San Francisco,USA,1,True
3589,Fitness Tracker,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-01-08,"Miami, USA",12,80,0.375,Wednesday,Miami,USA,0,True
3590,Bluetooth Speaker,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-04-17,"Paris, France",14,92,0.375,Thursday,Paris,France,0,True
3591,Laptop Stand,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-04-28,"Seattle, USA",14,89,1.0,Monday,Seattle,USA,0,True
3592,Gaming Mouse,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-04-14,"Austin, USA",12,80,0.375,Monday,Austin,USA,0,True
3593,Noise Cancelling Earbuds,This product is perfect in every aspect. An unbelievable product that exceeds all standards.,Fake,2025-10-28,"Paris, France",14,92,0.375,Tuesday,Paris,France,0,True
3594,Gaming Mouse,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-04-30,"Denver, USA",14,103,-0.25,Wednesday,Denver,USA,0,True
3595,Noise Cancelling Earbuds,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-04-04,"Miami, USA",10,68,0.625,Friday,Miami,USA,1,True
3596,Gaming Mouse,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-01-11,"Los Angeles, USA",18,121,1.0,Saturday,Los Angeles,USA,0,True
3597,Eco-friendly Water Bottle,This product is perfect in every aspect. An unbelievable product that exceeds all standards.,Fake,2025-03-08,"Boston, USA",14,92,0.375,Saturday,Boston,USA,0,True
3598,Smartwatch,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-05-06,"Los Angeles, USA",13,88,0.375,Tuesday,Los Angeles,USA,1,True
3599,Smartwatch,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-08-18,"Boston, USA",12,77,0.5,Monday,Boston,USA,1,True
3600,Wireless Headphones,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-10-30,"Berlin, Germany",12,77,0.5,Thursday,Berlin,Germany,1,True
3601,Smartphone Case,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-06-04,"Boston, USA",14,86,0.17500000000000004,Wednesday,Boston,USA,0,True
3602,Laptop Stand,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-03-25,"Denver, USA",12,77,0.0,Tuesday,Denver,USA,1,True
3603,Smartwatch,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-04-05,"Tokyo, Japan",16,101,1.0,Saturday,Tokyo,Japan,0,True
3604,Portable Charger,Absolutely love this product! Works exactly as advertised.,Genuine,2025-07-23,"Chicago, USA",8,58,0.4375,Wednesday,Chicago,USA,1,True
3605,Portable Charger,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-03-25,"Los Angeles, USA",14,89,1.0,Tuesday,Los Angeles,USA,0,True
3606,Noise Cancelling Earbuds,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-11-09,"New York, USA",12,77,0.5,Sunday,New York,USA,1,True
3607,Noise Cancelling Earbuds,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-01-21,"Tokyo, Japan",12,77,0.5,Tuesday,Tokyo,Japan,1,True
3608,Gaming Mouse,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-01-31,"Chicago, USA",8,57,0.25,Friday,Chicago,USA,1,True
3609,Bluetooth Speaker,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-03-25,"Denver, USA",13,88,0.375,Tuesday,Denver,USA,1,True
3610,Smartphone Case,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-01-29,"Chicago, USA",10,68,0.5625,Wednesday,Chicago,USA,1,True
3611,Wireless Headphones,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-04-15,"Los Angeles, USA",16,101,1.0,Tuesday,Los Angeles,USA,0,True
3612,Wireless Headphones,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-10-12,"Los Angeles, USA",10,67,0.25,Sunday,Los Angeles,USA,1,True
3613,Wireless Headphones,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-02-23,"Seattle, USA",16,95,0.8,Sunday,Seattle,USA,0,True
3614,Portable Charger,So flawless it defies logic. So flawless it defies logic.,Fake,2025-06-09,"San Francisco, USA",10,57,1.0,Monday,San Francisco,USA,0,True
3615,Fitness Tracker,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-31,"Berlin, Germany",16,112,0.375,Thursday,Berlin,Germany,0,True
3616,Noise Cancelling Earbuds,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-12-16,"Paris, France",18,121,1.0,Tuesday,Paris,France,0,True
3617,Gaming Mouse,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-08-30,"Los Angeles, USA",14,86,0.17500000000000004,Saturday,Los Angeles,USA,0,True
3618,Laptop Stand,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-12-12,"Seattle, USA",12,80,0.375,Friday,Seattle,USA,0,True
3619,Gaming Mouse,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-12-27,"Miami, USA",12,69,1.0,Saturday,Miami,USA,0,True
3620,Smartwatch,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-30,"London, UK",16,112,0.375,Wednesday,London,UK,0,True
3621,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-07-26,"Austin, USA",18,119,0.5,Saturday,Austin,USA,1,True
3622,Smartwatch,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-06-01,"Tokyo, Japan",13,89,0.5625,Sunday,Tokyo,Japan,1,True
3623,Gaming Mouse,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-08-27,"Paris, France",16,112,0.375,Wednesday,Paris,France,0,True
3624,Laptop Stand,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-02-22,"London, UK",13,89,0.5625,Saturday,London,UK,1,True
3625,Smartwatch,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-03-22,"Berlin, Germany",10,67,0.375,Saturday,Berlin,Germany,1,True
3626,Eco-friendly Water Bottle,Exceeded my expectations in every way. The quality is outstanding and the performance is reliable.,Genuine,2025-12-15,"Boston, USA",15,98,0.5,Monday,Boston,USA,1,True
3627,Eco-friendly Water Bottle,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-05-25,"New York, USA",10,67,0.25,Sunday,New York,USA,1,True
3628,Portable Charger,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-03-15,"Miami, USA",14,92,0.375,Saturday,Miami,USA,0,True
3629,Laptop Stand,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-05-01,"Boston, USA",10,67,0.375,Thursday,Boston,USA,1,True
3630,Bluetooth Speaker,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-04-18,"Austin, USA",14,86,0.17500000000000004,Friday,Austin,USA,0,True
3631,Smartwatch,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-05-07,"Berlin, Germany",15,98,0.5,Wednesday,Berlin,Germany,1,True
3632,Gaming Mouse,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-11-05,"Paris, France",18,119,0.5,Wednesday,Paris,France,1,True
3633,Gaming Mouse,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-04-30,"Miami, USA",12,77,0.5,Wednesday,Miami,USA,1,True
3634,Fitness Tracker,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-02-21,"Boston, USA",14,103,-0.25,Friday,Boston,USA,0,True
3635,Bluetooth Speaker,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-02-03,"Chicago, USA",12,69,1.0,Monday,Chicago,USA,0,True
3636,Bluetooth Speaker,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-10-31,"Austin, USA",13,89,0.5625,Friday,Austin,USA,1,True
3637,Smartwatch,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-01-20,"Tokyo, Japan",10,68,0.5625,Monday,Tokyo,Japan,1,True
3638,Eco-friendly Water Bottle,Exceeded my expectations in every way. I'm really satisfied with my purchase.,Genuine,2025-06-26,"Tokyo, Japan",12,77,0.5,Thursday,Tokyo,Japan,1,True
3639,Eco-friendly Water Bottle,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-11-26,"Boston, USA",12,77,0.5,Wednesday,Boston,USA,1,True
3640,Gaming Mouse,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-10-31,"Denver, USA",12,77,0.0,Friday,Denver,USA,1,True
3641,Laptop Stand,This product is perfect in every aspect. An unbelievable product that exceeds all standards.,Fake,2025-06-21,"Denver, USA",14,92,0.375,Saturday,Denver,USA,0,True
3642,Eco-friendly Water Bottle,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-12-22,"London, UK",14,89,1.0,Monday,London,UK,0,True
3643,Wireless Headphones,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-01-19,"Austin, USA",14,89,1.0,Sunday,Austin,USA,0,True
3644,Portable Charger,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-07-14,"San Francisco, USA",16,95,0.8,Monday,San Francisco,USA,0,True
3645,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-04-13,"Boston, USA",14,89,1.0,Sunday,Boston,USA,0,True
3646,Bluetooth Speaker,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-04-23,"Paris, France",14,69,0.6000000000000001,Wednesday,Paris,France,0,True
3647,Smartwatch,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-10-27,"Seattle, USA",12,80,0.375,Monday,Seattle,USA,0,True
3648,Smartphone Case,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-12-27,"New York, USA",14,92,0.375,Saturday,New York,USA,0,True
3649,Smartwatch,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-01-04,"Seattle, USA",12,77,0.0,Saturday,Seattle,USA,1,True
3650,Gaming Mouse,Exceeded my expectations in every way. The quality is outstanding and the performance is reliable.,Genuine,2025-04-02,"Tokyo, Japan",15,98,0.5,Wednesday,Tokyo,Japan,1,True
3651,Gaming Mouse,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-01-17,"New York, USA",12,69,1.0,Friday,New York,USA,0,True
3652,Portable Charger,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-06-10,"Boston, USA",8,57,0.25,Tuesday,Boston,USA,1,True
3653,Portable Charger,This product is perfect in every aspect. An unbelievable product that exceeds all standards.,Fake,2025-12-03,"Miami, USA",14,92,0.375,Wednesday,Miami,USA,0,True
3654,Portable Charger,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-11-07,"London, UK",12,77,0.5,Friday,London,UK,1,True
3655,Fitness Tracker,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-06-17,"Los Angeles, USA",12,80,0.375,Tuesday,Los Angeles,USA,0,True
3656,Portable Charger,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-10-22,"Austin, USA",12,69,1.0,Wednesday,Austin,USA,0,True
3657,Fitness Tracker,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-10-19,"Seattle, USA",14,75,0.8,Sunday,Seattle,USA,0,True
3658,Wireless Headphones,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-03-30,"Paris, France",12,77,0.5,Sunday,Paris,France,1,True
3659,Smartwatch,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-06-07,"Berlin, Germany",8,57,0.25,Saturday,Berlin,Germany,1,True
3660,Smartwatch,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-03-10,"Boston, USA",12,80,0.375,Monday,Boston,USA,0,True
3661,Fitness Tracker,Absolutely love this product! Absolutely love this product!,Genuine,2025-11-25,"Chicago, USA",8,59,0.625,Tuesday,Chicago,USA,1,True
3662,Smartwatch,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-10-05,"Denver, USA",14,89,1.0,Sunday,Denver,USA,0,True
3663,Smartphone Case,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-11-03,"London, UK",15,98,0.5,Monday,London,UK,1,True
3664,Portable Charger,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-10-21,"Los Angeles, USA",14,86,0.17500000000000004,Tuesday,Los Angeles,USA,0,True
3665,Eco-friendly Water Bottle,Works exactly as advertised. The quality is outstanding and the performance is reliable.,Genuine,2025-09-22,"Denver, USA",13,88,0.375,Monday,Denver,USA,1,True
3666,Laptop Stand,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-09-10,"Los Angeles, USA",12,77,0.5,Wednesday,Los Angeles,USA,1,True
3667,Fitness Tracker,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-09-30,"London, UK",12,63,0.8,Tuesday,London,UK,0,True
3668,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-11-06,"Los Angeles, USA",13,88,0.375,Thursday,Los Angeles,USA,1,True
3669,Eco-friendly Water Bottle,Absolutely love this product! Works exactly as advertised.,Genuine,2025-09-02,"Austin, USA",8,58,0.4375,Tuesday,Austin,USA,1,True
3670,Wireless Headphones,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-03-27,"Chicago, USA",13,89,0.5625,Thursday,Chicago,USA,1,True
3671,Portable Charger,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-03-25,"Boston, USA",15,98,0.5,Tuesday,Boston,USA,1,True
3672,Fitness Tracker,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-12-17,"London, UK",13,89,0.5625,Wednesday,London,UK,1,True
3673,Eco-friendly Water Bottle,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-11-19,"Tokyo, Japan",12,80,0.375,Wednesday,Tokyo,Japan,0,True
3674,Fitness Tracker,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-09-18,"Miami, USA",14,86,0.17500000000000004,Thursday,Miami,USA,0,True
3675,Eco-friendly Water Bottle,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-06-25,"London, UK",10,67,0.25,Wednesday,London,UK,1,True
3676,Portable Charger,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-04-21,"Miami, USA",12,80,0.375,Monday,Miami,USA,0,True
3677,Wireless Headphones,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-08-01,"San Francisco, USA",13,89,0.5625,Friday,San Francisco,USA,1,True
3678,Laptop Stand,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-08-10,"Boston, USA",10,68,0.625,Sunday,Boston,USA,1,True
3679,Eco-friendly Water Bottle,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-05-22,"Seattle, USA",14,81,1.0,Thursday,Seattle,USA,0,True
3680,Smartwatch,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-11-24,"Austin, USA",12,77,0.5,Monday,Austin,USA,1,True
3681,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-12-16,"New York, USA",18,121,1.0,Tuesday,New York,USA,0,True
3682,Eco-friendly Water Bottle,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-09-08,"Chicago, USA",14,92,0.375,Monday,Chicago,USA,0,True
3683,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-09-24,"San Francisco, USA",16,112,0.375,Wednesday,San Francisco,USA,0,True
3684,Bluetooth Speaker,Exceeded my expectations in every way. I'm really satisfied with my purchase.,Genuine,2025-11-03,"Denver, USA",12,77,0.5,Monday,Denver,USA,1,True
3685,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-06-17,"Austin, USA",13,88,0.375,Tuesday,Austin,USA,1,True
3686,Fitness Tracker,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-08-30,"Berlin, Germany",14,75,0.8,Saturday,Berlin,Germany,0,True
3687,Bluetooth Speaker,Works exactly as advertised. Absolutely love this product!,Genuine,2025-10-13,"Denver, USA",8,58,0.4375,Monday,Denver,USA,1,True
3688,Portable Charger,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-02-01,"Paris, France",14,86,0.17500000000000004,Saturday,Paris,France,0,True
3689,Wireless Headphones,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-01-10,"Chicago, USA",12,80,0.375,Friday,Chicago,USA,0,True
3690,Smartphone Case,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-07-14,"Chicago, USA",14,81,1.0,Monday,Chicago,USA,0,True
3691,Gaming Mouse,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-12-28,"Paris, France",12,69,1.0,Sunday,Paris,France,0,True
3692,Bluetooth Speaker,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-02-21,"London, UK",13,88,0.375,Friday,London,UK,1,True
3693,Noise Cancelling Earbuds,I'm really satisfied with my purchase. Works exactly as advertised.,Genuine,2025-11-06,"Paris, France",10,67,0.375,Thursday,Paris,France,1,True
3694,Gaming Mouse,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-07-09,"Denver, USA",12,80,0.375,Wednesday,Denver,USA,0,True
3695,Bluetooth Speaker,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-03-03,"Denver, USA",13,89,0.5625,Monday,Denver,USA,1,True
3696,Smartwatch,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-08-07,"Seattle, USA",10,67,0.375,Thursday,Seattle,USA,1,True
3697,Bluetooth Speaker,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-01-27,"Berlin, Germany",15,98,0.5,Monday,Berlin,Germany,1,True
3698,Portable Charger,Absolutely love this product! Absolutely love this product!,Genuine,2025-08-25,"Boston, USA",8,59,0.625,Monday,Boston,USA,1,True
3699,Smartwatch,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-09-21,"Tokyo, Japan",14,75,0.8,Sunday,Tokyo,Japan,0,True
3700,Portable Charger,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-07-01,"New York, USA",14,103,-0.25,Tuesday,New York,USA,0,True
3701,Noise Cancelling Earbuds,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-10-31,"Denver, USA",16,95,0.8,Friday,Denver,USA,0,True
3702,Wireless Headphones,Works exactly as advertised. Absolutely love this product!,Genuine,2025-10-02,"Seattle, USA",8,58,0.4375,Thursday,Seattle,USA,1,True
3703,Smartwatch,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-02-22,"Chicago, USA",10,68,0.5625,Saturday,Chicago,USA,1,True
3704,Portable Charger,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-07-31,"London, UK",14,69,0.6000000000000001,Thursday,London,UK,0,True
3705,Wireless Headphones,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-03-20,"Seattle, USA",12,77,0.5,Thursday,Seattle,USA,1,True
3706,Smartphone Case,Exceeded my expectations in every way. The quality is outstanding and the performance is reliable.,Genuine,2025-05-02,"Austin, USA",15,98,0.5,Friday,Austin,USA,1,True
3707,Smartwatch,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-04-02,"Tokyo, Japan",12,63,0.8,Wednesday,Tokyo,Japan,0,True
3708,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-12-30,"Miami, USA",16,112,0.375,Tuesday,Miami,USA,0,True
3709,Laptop Stand,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-06-08,"Paris, France",12,77,0.0,Sunday,Paris,France,1,True
3710,Wireless Headphones,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-06-29,"Miami, USA",16,112,0.375,Sunday,Miami,USA,0,True
3711,Bluetooth Speaker,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-09-05,"San Francisco, USA",14,75,0.8,Friday,San Francisco,USA,0,True
3712,Portable Charger,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-08,"Seattle, USA",16,101,1.0,Tuesday,Seattle,USA,0,True
3713,Gaming Mouse,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-08-15,"Berlin, Germany",14,89,1.0,Friday,Berlin,Germany,0,True
3714,Smartphone Case,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-11-19,"London, UK",14,86,0.17500000000000004,Wednesday,London,UK,0,True
3715,Gaming Mouse,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-11-06,"San Francisco, USA",10,68,0.625,Thursday,San Francisco,USA,1,True
3716,Laptop Stand,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-02-10,"Tokyo, Japan",12,80,0.375,Monday,Tokyo,Japan,0,True
3717,Noise Cancelling Earbuds,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-12-27,"Chicago, USA",18,121,1.0,Saturday,Chicago,USA,0,True
3718,Gaming Mouse,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-06-02,"Berlin, Germany",14,86,0.17500000000000004,Monday,Berlin,Germany,0,True
